timestamp,true,baseline,arima,randomforest
2020-05-09 19:35:00,914.52,918.22,902.7888920948279,913.4173000000003
2020-05-09 19:40:00,913.02,914.52,902.7889105457082,915.4893076923079
2020-05-09 19:45:00,891.31,913.02,902.7888933699813,916.3652545454548
2020-05-09 19:50:00,911.14,891.31,902.7889093586815,903.6073999999993
2020-05-09 19:55:00,914.23,911.14,902.7888944749718,915.6902000000002
2020-05-09 20:00:00,909.1,914.23,902.7889083300578,910.581423076923
2020-05-09 20:05:00,910.33,909.1,902.7888954325067,908.6334384615387
2020-05-09 20:10:00,903.66,910.33,902.7889074386989,915.0119000000003
2020-05-09 20:15:00,911.09,903.66,902.7888962622632,908.6311999999998
2020-05-09 20:20:00,896.59,911.09,902.7889066662874,910.7359454545455
2020-05-09 20:25:00,923.0,896.59,902.7888969812926,909.2029181818183
2020-05-09 20:30:00,881.22,923.0,902.7889059969505,905.3003
2020-05-09 20:35:00,913.55,881.22,902.7888976043711,908.1676999999999
2020-05-09 20:40:00,915.22,913.55,902.7889054169333,896.7564
2020-05-09 20:45:00,912.28,915.22,902.7888981443028,903.4972000000002
2020-05-09 20:50:00,918.4,912.28,902.7889049143166,902.0120999999998
2020-05-09 20:55:00,907.5,918.4,902.7888986121833,911.1612999999999
2020-05-09 21:00:00,885.5,907.5,902.7889044787718,910.4341999999998
2020-05-09 21:05:00,901.39,885.5,902.7888990176274,907.9872000000005
2020-05-09 21:10:00,911.12,901.39,902.7889041013482,905.3870999999998
2020-05-09 21:15:00,910.36,911.12,902.788899368967,905.0428999999998
2020-05-09 21:20:00,931.15,910.36,902.78890377429,900.8897000000003
2020-05-09 21:25:00,913.23,931.15,902.7888996734221,912.8122999999997
2020-05-09 21:30:00,917.28,913.23,902.7889034908761,906.4938000000001
2020-05-09 21:35:00,909.24,917.28,902.788899937249,911.4414363636366
2020-05-09 21:40:00,919.7,909.24,902.7889032452824,908.8813000000004
2020-05-09 21:45:00,914.03,919.7,902.7889001658696,911.8318
2020-05-09 21:50:00,907.99,914.03,902.788903032462,912.5519999999997
2020-05-09 21:55:00,923.87,907.99,902.7889003639818,909.1377409090906
2020-05-09 22:00:00,930.35,923.87,902.7889028480415,915.2567000000003
2020-05-09 22:05:00,878.09,930.35,902.788900535657,916.9640999999995
2020-05-09 22:10:00,888.43,878.09,902.788902688231,906.3277000000002
2020-05-09 22:15:00,942.51,888.43,902.788900684423,905.4630000000003
2020-05-09 22:20:00,906.32,942.51,902.7889025497465,914.4372999999998
2020-05-09 22:25:00,959.22,906.32,902.7889008133368,901.5734
2020-05-09 22:30:00,917.17,959.22,902.7889024297419,919.1731000000004
2020-05-09 22:35:00,897.99,917.17,902.7889009250478,909.8514
2020-05-09 22:40:00,889.56,897.99,902.7889023257515,918.4408000000004
2020-05-09 22:45:00,911.17,889.56,902.7889010218513,908.0135999999998
2020-05-09 22:50:00,906.04,911.17,902.7889022356379,915.4428000000001
2020-05-09 22:55:00,904.26,906.04,902.788901105737,904.9264999999999
2020-05-09 23:00:00,918.08,904.26,902.7889021575496,910.1454615384614
2020-05-09 23:05:00,894.51,918.08,902.7889011784284,905.279581818182
2020-05-09 23:10:00,896.98,894.51,902.7889020898818,904.5767999999998
2020-05-09 23:15:00,887.16,896.98,902.7889012414196,915.8579000000002
2020-05-09 23:20:00,880.0,887.16,902.788902031244,899.5446000000002
2020-05-09 23:25:00,890.21,880.0,902.788901296005,892.4576999999999
2020-05-09 23:30:00,895.08,890.21,902.7889019804311,897.8634000000001
2020-05-09 23:35:00,908.14,895.08,902.7889013433061,896.1908
2020-05-09 23:40:00,904.96,908.14,902.7889019363989,902.4977000000002
2020-05-09 23:45:00,910.86,904.96,902.7889013842952,901.9087999999999
2020-05-09 23:50:00,913.12,910.86,902.7889018982427,904.1007000000001
2020-05-09 23:55:00,919.64,913.12,902.7889014198145,910.1999000000005
2020-05-10 00:00:00,884.02,919.64,902.7889018651782,908.0759999999999
2020-05-10 00:05:00,895.75,884.02,902.7889014505939,892.6790000000007
2020-05-10 00:10:00,903.91,895.75,902.788901836526,906.4423999999999
2020-05-10 00:15:00,902.56,903.91,902.7889014772659,904.5172000000005
2020-05-10 00:20:00,920.05,902.56,902.7889018116972,896.9725000000002
2020-05-10 00:25:00,898.48,920.05,902.7889015003786,910.8164000000003
2020-05-10 00:30:00,910.06,898.48,902.7889017901817,906.4646181818182
2020-05-10 00:35:00,913.72,910.06,902.7889015204072,911.0810999999998
2020-05-10 00:40:00,910.91,913.72,902.7889017715374,900.9464999999999
2020-05-10 00:45:00,916.79,910.91,902.788901537763,907.5684000000002
2020-05-10 00:50:00,891.68,916.79,902.7889017553812,908.9666000000002
2020-05-10 00:55:00,883.77,891.68,902.7889015528027,906.9778000000001
2020-05-10 01:00:00,915.41,883.77,902.7889017413808,888.7348000000003
2020-05-10 01:05:00,889.06,915.41,902.7889015658354,910.1408000000001
2020-05-10 01:10:00,920.27,889.06,902.7889017292487,900.1740000000002
2020-05-10 01:15:00,901.91,920.27,902.788901577129,905.0759999999998
2020-05-10 01:20:00,909.94,901.91,902.7889017187355,903.1093
2020-05-10 01:25:00,900.69,909.94,902.7889015869155,906.1089000000002
2020-05-10 01:30:00,906.5,900.69,902.7889017096253,903.2612230769231
2020-05-10 01:35:00,897.7,906.5,902.788901595396,907.3191
2020-05-10 01:40:00,910.0,897.7,902.7889017017309,903.3498000000001
2020-05-10 01:45:00,905.54,910.0,902.7889016027449,905.6923000000004
2020-05-10 01:50:00,899.5,905.54,902.7889016948899,904.0741
2020-05-10 01:55:00,911.38,899.5,902.7889016091132,910.1576999999994
2020-05-10 02:00:00,972.19,911.38,902.7889016889618,904.9585000000002
2020-05-10 02:05:00,941.68,972.19,902.7889016146315,914.3850999999996
2020-05-10 02:10:00,890.99,941.68,902.7889016838247,902.5212000000001
2020-05-10 02:15:00,830.5,890.99,902.7889016194135,906.2036
2020-05-10 02:20:00,829.31,830.5,902.7889016793732,891.3430000000002
2020-05-10 02:25:00,873.38,829.31,902.7889016235573,846.3786000000003
2020-05-10 02:30:00,903.17,873.38,902.7889016755157,948.1476999999999
2020-05-10 02:35:00,872.44,903.17,902.7889016271482,901.8565999999996
2020-05-10 02:40:00,872.34,872.44,902.788901672173,898.6339999999999
2020-05-10 02:45:00,889.31,872.34,902.7889016302598,886.9600000000003
2020-05-10 02:50:00,890.6,889.31,902.7889016692762,904.7681999999995
2020-05-10 02:55:00,914.94,890.6,902.7889016329563,894.3045999999998
2020-05-10 03:00:00,927.49,914.94,902.7889016667662,904.0137000000005
2020-05-10 03:05:00,902.79,927.49,902.7889016352929,913.6371852459015
2020-05-10 03:10:00,900.02,902.79,902.788901664591,898.5792999999996
2020-05-10 03:15:00,940.02,900.02,902.7889016373176,903.9476
2020-05-10 03:20:00,912.49,940.02,902.788901662706,908.9076000000001
2020-05-10 03:25:00,866.51,912.49,902.7889016390723,898.7397
2020-05-10 03:30:00,987.34,866.51,902.7889016610727,896.4912999999999
2020-05-10 03:35:00,906.73,987.34,902.7889016405927,917.8478
2020-05-10 03:40:00,892.97,906.73,902.7889016596573,890.2951999999996
2020-05-10 03:45:00,940.43,892.97,902.7889016419102,915.7043999999997
2020-05-10 03:50:00,890.58,940.43,902.7889016584307,913.8015
2020-05-10 03:55:00,912.14,890.58,902.788901643052,919.1896
2020-05-10 04:00:00,899.99,912.14,902.7889016573679,923.1166999999997
2020-05-10 04:05:00,897.43,899.99,902.7889016440413,908.1988999999999
2020-05-10 04:10:00,891.7,897.43,902.7889016564468,919.806
2020-05-10 04:15:00,897.87,891.7,902.7889016448986,905.7620999999998
2020-05-10 04:20:00,903.66,897.87,902.7889016556487,900.284172222222
2020-05-10 04:25:00,904.23,903.66,902.7889016456415,904.4710000000002
2020-05-10 04:30:00,910.97,904.23,902.788901654957,901.7730000000004
2020-05-10 04:35:00,876.76,910.97,902.7889016462854,906.2287999999999
2020-05-10 04:40:00,891.47,876.76,902.7889016543578,895.8466999999999
2020-05-10 04:45:00,909.37,891.47,902.7889016468432,900.6463000000002
2020-05-10 04:50:00,890.87,909.37,902.7889016538385,897.0628999999997
2020-05-10 04:55:00,872.07,890.87,902.7889016473267,895.8063000000002
2020-05-10 05:00:00,876.16,872.07,902.7889016533885,885.7205000000001
2020-05-10 05:05:00,884.55,876.16,902.7889016477457,890.1774000000001
2020-05-10 05:10:00,898.12,884.55,902.7889016529984,890.9738999999997
2020-05-10 05:15:00,904.66,898.12,902.7889016481087,891.6949000000001
2020-05-10 05:20:00,901.78,904.66,902.7889016526606,901.6462000000001
2020-05-10 05:25:00,887.68,901.78,902.7889016484233,892.2574499999998
2020-05-10 05:30:00,881.02,887.68,902.7889016523678,892.9291800000003
2020-05-10 05:35:00,887.82,881.02,902.788901648696,887.2683999999999
2020-05-10 05:40:00,891.84,887.82,902.7889016521141,889.8126000000005
2020-05-10 05:45:00,897.25,891.84,902.7889016489322,896.9614000000003
2020-05-10 05:50:00,899.34,897.25,902.7889016518942,894.4881999999999
2020-05-10 05:55:00,896.4,899.34,902.788901649137,895.2800000000002
2020-05-10 06:00:00,892.83,896.4,902.7889016517037,892.7184999999997
2020-05-10 06:05:00,882.16,892.83,902.7889016493143,897.0233000000001
2020-05-10 06:10:00,876.76,882.16,902.7889016515385,889.6405000000003
2020-05-10 06:15:00,893.11,876.76,902.788901649468,883.5227000000002
2020-05-10 06:20:00,919.47,893.11,902.7889016513953,896.8684
2020-05-10 06:25:00,916.25,919.47,902.7889016496011,898.3378
2020-05-10 06:30:00,904.45,916.25,902.7889016512713,901.7705999999997
2020-05-10 06:35:00,917.49,904.45,902.7889016497165,899.9088000000002
2020-05-10 06:40:00,920.79,917.49,902.7889016511639,908.7853999999996
2020-05-10 06:45:00,923.11,920.79,902.7889016498166,908.8808999999995
2020-05-10 06:50:00,909.73,923.11,902.7889016510708,912.2305538461536
2020-05-10 06:55:00,903.9,909.73,902.7889016499033,904.040790909091
2020-05-10 07:00:00,902.9,903.9,902.7889016509902,905.9105076923078
2020-05-10 07:05:00,907.3,902.9,902.7889016499785,904.6187999999997
2020-05-10 07:10:00,894.55,907.3,902.7889016509203,912.3947000000003
2020-05-10 07:15:00,909.2,894.55,902.7889016500436,907.7397000000002
2020-05-10 07:20:00,903.7,909.2,902.7889016508597,906.2388999999997
2020-05-10 07:25:00,897.77,903.7,902.7889016501,908.3304999999999
2020-05-10 07:30:00,908.86,897.77,902.7889016508072,902.4346
2020-05-10 07:35:00,903.41,908.86,902.7889016501489,902.2497000000002
2020-05-10 07:40:00,909.52,903.41,902.7889016507617,904.8949416666666
2020-05-10 07:45:00,907.11,909.52,902.7889016501912,904.7562000000001
2020-05-10 07:50:00,890.08,907.11,902.7889016507222,902.4375999999996
2020-05-10 07:55:00,887.8,890.08,902.7889016502279,901.4665999999997
2020-05-10 08:00:00,923.44,887.8,902.7889016506881,893.4708000000002
2020-05-10 08:05:00,898.31,923.44,902.7889016502597,904.8688000000002
2020-05-10 08:10:00,903.63,898.31,902.7889016506585,896.2211000000003
2020-05-10 08:15:00,918.26,903.63,902.7889016502874,904.2109999999997
2020-05-10 08:20:00,908.14,918.26,902.788901650633,901.0444999999996
2020-05-10 08:25:00,913.95,908.14,902.7889016503113,903.5133000000002
2020-05-10 08:30:00,929.02,913.95,902.7889016506108,909.0688000000006
2020-05-10 08:35:00,894.11,929.02,902.788901650332,911.8886
2020-05-10 08:40:00,885.59,894.11,902.7889016505915,906.8718999999996
2020-05-10 08:45:00,914.27,885.59,902.7889016503499,898.635
2020-05-10 08:50:00,911.02,914.27,902.7889016505748,909.5211999999993
2020-05-10 08:55:00,910.36,911.02,902.7889016503655,901.0238999999998
2020-05-10 09:00:00,906.03,910.36,902.7889016505603,903.4134590909089
2020-05-10 09:05:00,905.91,906.03,902.788901650379,908.8796000000001
2020-05-10 09:10:00,908.26,905.91,902.7889016505478,909.4050999999998
2020-05-10 09:15:00,917.19,908.26,902.7889016503906,907.9756999999997
2020-05-10 09:20:00,899.44,917.19,902.7889016505369,908.0264000000002
2020-05-10 09:25:00,908.1,899.44,902.7889016504007,903.1209000000001
2020-05-10 09:30:00,888.79,908.1,902.7889016505275,908.8217999999996
2020-05-10 09:35:00,880.69,888.79,902.7889016504095,902.2184
2020-05-10 09:40:00,887.21,880.69,902.7889016505193,888.3346
2020-05-10 09:45:00,888.91,887.21,902.788901650417,896.9276999999997
2020-05-10 09:50:00,903.9,888.91,902.7889016505121,887.9671999999996
2020-05-10 09:55:00,902.64,903.9,902.7889016504234,901.1209000000002
2020-05-10 10:00:00,917.38,902.64,902.788901650506,900.2436999999995
2020-05-10 10:05:00,903.22,917.38,902.7889016504291,904.5383749999996
2020-05-10 10:10:00,898.69,903.22,902.7889016505006,904.3551
2020-05-10 10:15:00,910.88,898.69,902.7889016504341,897.4023000000001
2020-05-10 10:20:00,911.78,910.88,902.7889016504961,902.8886999999999
2020-05-10 10:25:00,893.74,911.78,902.7889016504384,905.2467
2020-05-10 10:30:00,894.72,893.74,902.7889016504921,900.7733999999998
2020-05-10 10:35:00,894.45,894.72,902.7889016504421,903.5012000000003
2020-05-10 10:40:00,893.42,894.45,902.7889016504886,902.8849999999995
2020-05-10 10:45:00,900.53,893.42,902.7889016504453,901.9265083333335
2020-05-10 10:50:00,906.0,900.53,902.7889016504856,903.5346999999998
2020-05-10 10:55:00,913.33,906.0,902.7889016504481,902.6116999999998
2020-05-10 11:00:00,893.58,913.33,902.788901650483,905.3171000000003
2020-05-10 11:05:00,894.3,893.58,902.7889016504505,900.1452999999997
2020-05-10 11:10:00,896.0,894.3,902.7889016504807,901.3528999999997
2020-05-10 11:15:00,901.42,896.0,902.7889016504525,898.4002000000005
2020-05-10 11:20:00,901.35,901.42,902.7889016504788,901.3953
2020-05-10 11:25:00,912.34,901.35,902.7889016504544,898.5101000000001
2020-05-10 11:30:00,913.48,912.34,902.7889016504771,904.5770999999996
2020-05-10 11:35:00,920.88,913.48,902.788901650456,906.2050999999998
2020-05-10 11:40:00,908.96,920.88,902.7889016504756,911.6029000000003
2020-05-10 11:45:00,908.16,908.96,902.7889016504573,903.9787999999999
2020-05-10 11:50:00,902.23,908.16,902.7889016504744,906.1171000000002
2020-05-10 11:55:00,909.25,902.23,902.7889016504585,902.1444000000004
2020-05-10 12:00:00,907.93,909.25,902.7889016504732,909.0564999999999
2020-05-10 12:05:00,904.4,907.93,902.7889016504595,908.0935
2020-05-10 12:10:00,904.31,904.4,902.7889016504723,902.2466000000002
2020-05-10 12:15:00,913.61,904.31,902.7889016504604,907.4038000000002
2020-05-10 12:20:00,915.54,913.61,902.7889016504715,908.2513
2020-05-10 12:25:00,902.05,915.54,902.7889016504612,911.0427999999999
2020-05-10 12:30:00,903.67,902.05,902.7889016504708,904.7499999999999
2020-05-10 12:35:00,903.53,903.67,902.7889016504619,907.2006000000002
2020-05-10 12:40:00,909.73,903.53,902.7889016504702,903.7837999999999
2020-05-10 12:45:00,909.31,909.73,902.7889016504624,908.0276999999998
2020-05-10 12:50:00,909.12,909.31,902.7889016504697,908.1137000000001
2020-05-10 12:55:00,905.45,909.12,902.788901650463,909.1043999999998
2020-05-10 13:00:00,900.79,905.45,902.7889016504693,907.6997
2020-05-10 13:05:00,894.45,900.79,902.7889016504635,905.4478999999999
2020-05-10 13:10:00,907.28,894.45,902.7889016504689,904.315130769231
2020-05-10 13:15:00,910.37,907.28,902.7889016504639,905.6595
2020-05-10 13:20:00,906.96,910.37,902.7889016504686,906.5991999999994
2020-05-10 13:25:00,908.16,906.96,902.7889016504641,904.4139999999995
2020-05-10 13:30:00,917.84,908.16,902.7889016504682,906.0844000000003
2020-05-10 13:35:00,912.72,917.84,902.7889016504645,909.9309999999998
2020-05-10 13:40:00,887.05,912.72,902.788901650468,908.0844999999998
2020-05-10 13:45:00,900.23,887.05,902.7889016504647,898.1332000000003
2020-05-10 13:50:00,929.08,900.23,902.7889016504678,907.7920000000003
2020-05-10 13:55:00,899.53,929.08,902.7889016504649,905.3156000000007
2020-05-10 14:00:00,902.08,899.53,902.7889016504676,902.3323999999998
2020-05-10 14:05:00,882.25,902.08,902.788901650465,909.0502999999997
2020-05-10 14:10:00,886.01,882.25,902.7889016504673,898.9363000000003
2020-05-10 14:15:00,893.39,886.01,902.7889016504652,898.7332000000005
2020-05-10 14:20:00,903.03,893.39,902.7889016504672,901.1580000000001
2020-05-10 14:25:00,910.51,903.03,902.7889016504654,906.8936999999996
2020-05-10 14:30:00,873.18,910.51,902.7889016504671,905.0486583333333
2020-05-10 14:35:00,873.98,873.18,902.7889016504655,884.1153999999999
2020-05-10 14:40:00,877.15,873.98,902.788901650467,892.3044000000006
2020-05-10 14:45:00,875.21,877.15,902.7889016504656,889.5240000000001
2020-05-10 14:50:00,885.89,875.21,902.7889016504669,879.7623000000002
2020-05-10 14:55:00,878.45,885.89,902.7889016504656,891.4626999999997
2020-05-10 15:00:00,863.01,878.45,902.7889016504668,883.7770000000003
2020-05-10 15:05:00,892.51,863.01,902.7889016504657,875.0422000000004
2020-05-10 15:10:00,927.85,892.51,902.7889016504668,889.6392999999995
2020-05-10 15:15:00,926.64,927.85,902.7889016504658,894.4647
2020-05-10 15:20:00,918.68,926.64,902.7889016504666,895.7792999999998
2020-05-10 15:25:00,898.39,918.68,902.7889016504658,901.5042749999999
2020-05-10 15:30:00,914.08,898.39,902.7889016504665,893.0935999999998
2020-05-10 15:35:00,904.85,914.08,902.7889016504658,901.6317999999999
2020-05-10 15:40:00,900.28,904.85,902.7889016504665,904.4242999999998
2020-05-10 15:45:00,908.77,900.28,902.788901650466,900.4049000000002
2020-05-10 15:50:00,896.04,908.77,902.7889016504665,908.1800454545455
2020-05-10 15:55:00,884.21,896.04,902.7889016504661,902.5932664335663
2020-05-10 16:00:00,884.05,884.21,902.7889016504665,892.5092000000003
2020-05-10 16:05:00,888.94,884.05,902.7889016504661,893.2520999999998
2020-05-10 16:10:00,922.42,888.94,902.7889016504665,895.6903
2020-05-10 16:15:00,904.1,922.42,902.7889016504662,908.6002000000003
2020-05-10 16:20:00,910.22,904.1,902.7889016504665,901.3252999999999
2020-05-10 16:25:00,892.18,910.22,902.7889016504662,908.0497500000002
2020-05-10 16:30:00,903.92,892.18,902.7889016504665,901.8345999999993
2020-05-10 16:35:00,915.01,903.92,902.7889016504662,901.5180999999998
2020-05-10 16:40:00,917.11,915.01,902.7889016504664,902.5384000000001
2020-05-10 16:45:00,870.96,917.11,902.7889016504662,902.5828000000001
2020-05-10 16:50:00,898.71,870.96,902.7889016504664,892.5773999999999
2020-05-10 16:55:00,899.48,898.71,902.7889016504662,905.7526999999998
2020-05-10 17:00:00,906.77,899.48,902.7889016504664,903.7370000000003
2020-05-10 17:05:00,902.34,906.77,902.7889016504662,893.1956
2020-05-10 17:10:00,920.24,902.34,902.7889016504664,901.1126999999996
2020-05-10 17:15:00,926.01,920.24,902.7889016504663,912.7720000000002
2020-05-10 17:20:00,885.8,926.01,902.7889016504664,908.5394000000003
2020-05-10 17:25:00,887.9,885.8,902.7889016504663,905.1834
2020-05-10 17:30:00,888.5,887.9,902.7889016504664,904.5003999999998
2020-05-10 17:35:00,926.67,888.5,902.7889016504663,892.5434777777778
2020-05-10 17:40:00,898.18,926.67,902.7889016504664,905.3174000000004
2020-05-10 17:45:00,918.96,898.18,902.7889016504663,898.3236999999999
2020-05-10 17:50:00,880.6,918.96,902.7889016504664,905.9957999999999
2020-05-10 17:55:00,926.46,880.6,902.7889016504663,905.7802999999997
2020-05-10 18:00:00,907.48,926.46,902.7889016504664,898.0038000000001
2020-05-10 18:05:00,914.59,907.48,902.7889016504663,903.6384000000002
2020-05-10 18:10:00,903.12,914.59,902.7889016504664,909.1390999999998
2020-05-10 18:15:00,911.79,903.12,902.7889016504663,908.0873000000004
2020-05-10 18:20:00,910.69,911.79,902.7889016504664,908.0459
2020-05-10 18:25:00,933.41,910.69,902.7889016504663,907.4251
2020-05-10 18:30:00,899.75,933.41,902.7889016504663,908.2115999999996
2020-05-10 18:35:00,900.84,899.75,902.7889016504663,909.5791999999998
2020-05-10 18:40:00,903.79,900.84,902.7889016504663,914.0509999999996
2020-05-10 18:45:00,907.37,903.79,902.7889016504663,908.7285999999999
2020-05-10 18:50:00,938.75,907.37,902.7889016504663,908.5017000000004
2020-05-10 18:55:00,901.52,938.75,902.7889016504663,914.7755999999994
2020-05-10 19:00:00,908.41,901.52,902.7889016504663,913.0076000000004
2020-05-10 19:05:00,947.6,908.41,902.7889016504663,913.4024999999997
2020-05-10 19:10:00,898.7,947.6,902.7889016504663,919.8031000000001
2020-05-10 19:15:00,915.08,898.7,902.7889016504663,911.7917999999997
2020-05-10 19:20:00,918.87,915.08,902.7889016504663,913.4142999999997
2020-05-10 19:25:00,912.38,918.87,902.7889016504663,904.6892
2020-05-10 19:30:00,890.85,912.38,902.7889016504663,915.3022999999998
2020-05-10 19:35:00,921.05,890.85,902.7889016504663,909.3059
2020-05-10 19:40:00,891.0,921.05,902.7889016504663,907.2223000000001
2020-05-10 19:45:00,883.62,891.0,902.7889016504663,905.9751000000001
2020-05-10 19:50:00,910.13,883.62,902.7889016504663,903.0324
2020-05-10 19:55:00,906.43,910.13,902.7889016504663,904.9905999999995
2020-05-10 20:00:00,891.67,906.43,902.7889016504663,900.3809999999999
2020-05-10 20:05:00,878.42,891.67,902.7889016504663,898.5229999999996
